Lead (mg/L),Red Value,Green Value,Blue Value,Orange Intensity,Absorbance
0.002303,132,123,125,380,0.023
0.002304,132,123,125,380,0.023
0.002305,132,123,125,380,0.023
0.002306,132,123,125,380,0.023
0.002307,132,123,125,380,0.023
0.002308,132,123,125,380,0.023
0.002309,132,123,125,380,0.023
0.00231,132,123,125,380,0.023
0.002311,132,123,125,380,0.023
0.002312,132,123,125,380,0.023
0.002313,132,123,125,380,0.023
0.002314,132,123,125,380,0.023
0.002315,132,123,125,380,0.023
0.002316,132,123,125,380,0.023
0.002317,132,123,125,380,0.023
0.002318,132,123,125,380,0.023
0.002319,132,123,124,379,0.023
0.00232,132,123,124,379,0.023
0.002321,132,123,124,379,0.023
0.002322,133,123,124,380,0.023
0.002323,133,123,124,380,0.023
0.002324,133,123,124,380,0.023
0.002325,133,123,124,380,0.023
0.002326,133,123,124,380,0.023
0.002327,133,123,124,380,0.023
0.002328,133,123,124,380,0.023
0.002329,133,123,124,380,0.023
0.00233,133,123,124,380,0.023
0.002331,133,123,124,380,0.023
0.002332,133,123,124,380,0.023
0.002333,133,123,124,380,0.023
0.002334,133,123,124,380,0.023
0.002335,133,123,124,380,0.023
0.002336,133,123,124,380,0.023
0.002337,133,123,124,380,0.023
0.002338,133,123,124,380,0.023
0.002339,133,123,124,380,0.023
0.00234,133,123,124,380,0.023
0.002341,133,123,124,380,0.023
0.002342,133,123,124,380,0.023
0.002343,133,123,124,380,0.023
0.002344,133,123,124,380,0.023
0.002345,133,123,124,380,0.023
0.002346,133,123,124,380,0.023
0.002347,133,123,124,380,0.023
0.002348,133,123,124,380,0.023
0.002349,133,123,124,380,0.023
0.00235,133,124,124,381,0.024
0.002351,133,124,124,381,0.024
0.002352,133,124,124,381,0.024
0.002353,133,124,124,381,0.024
0.002354,133,124,124,381,0.024
0.002355,133,124,124,381,0.024
0.002356,133,124,124,381,0.024
0.002357,133,124,124,381,0.024
0.002358,133,124,124,381,0.024
0.002359,133,124,124,381,0.024
0.00236,133,124,124,381,0.024
0.002361,133,124,124,381,0.024
0.002362,133,124,124,381,0.024
0.002363,133,124,124,381,0.024
0.002364,133,124,124,381,0.024
0.002365,133,124,124,381,0.024
0.002366,133,124,124,381,0.024
0.002367,133,124,124,381,0.024
0.002368,133,124,124,381,0.024
0.002369,133,124,124,381,0.024
0.00237,133,124,124,381,0.024
0.002371,133,124,124,381,0.024
0.002372,133,124,124,381,0.024
0.002373,133,124,124,381,0.024
0.002374,133,124,124,381,0.024
0.002375,133,124,124,381,0.024
0.002376,133,124,124,381,0.024
0.002377,133,124,124,381,0.024
0.002378,133,124,124,381,0.024
0.002379,133,124,124,381,0.024
0.00238,133,124,124,381,0.024
0.002381,133,124,124,381,0.024
0.002382,133,124,124,381,0.024
0.002383,133,124,124,381,0.024
0.002384,133,124,124,381,0.024
0.002385,133,124,124,381,0.024
0.002386,133,124,124,381,0.024
0.002387,133,124,124,381,0.024
0.002388,133,124,124,381,0.024
0.002389,133,124,124,381,0.024
0.00239,133,124,124,381,0.024
0.002391,133,124,124,381,0.024
0.002392,133,124,124,381,0.024
0.002393,134,124,124,382,0.024
0.002394,134,124,124,382,0.024
0.002395,134,124,124,382,0.024
0.002396,134,124,124,382,0.024
0.002397,134,124,124,382,0.024
0.002398,134,124,124,382,0.024
0.002399,134,124,124,382,0.024
0.0024,134,124,124,382,0.024
0.002401,134,124,124,382,0.024
0.002402,134,124,124,382,0.024
0.002403,134,124,124,382,0.024
0.002404,134,124,124,382,0.024
0.002405,134,124,124,382,0.024
0.002406,134,124,124,382,0.024
0.002407,134,124,124,382,0.024
0.002408,134,124,124,382,0.024
0.002409,134,124,124,382,0.024
0.00241,134,124,123,381,0.024
0.002411,134,124,123,381,0.024
0.002412,134,124,123,381,0.024
0.002413,134,124,123,381,0.024
0.002414,134,124,123,381,0.024
0.002415,134,124,123,381,0.024
0.002416,134,124,123,381,0.024
0.002417,134,124,123,381,0.024
0.002418,134,124,123,381,0.024
0.002419,134,124,123,381,0.024
0.00242,134,124,123,381,0.024
0.002421,134,124,123,381,0.024
0.002422,134,124,123,381,0.024
0.002423,134,124,123,381,0.024
0.002424,134,124,123,381,0.024
0.002425,134,124,123,381,0.024
0.002426,134,124,123,381,0.024
0.002427,134,124,123,381,0.024
0.002428,134,124,123,381,0.024
0.002429,134,124,123,381,0.024
0.00243,134,124,123,381,0.024
0.002431,134,124,123,381,0.024
0.002432,134,124,123,381,0.024
0.002433,134,124,123,381,0.024
0.002434,134,124,123,381,0.024
0.002435,134,124,123,381,0.024
0.002436,134,124,123,381,0.024
0.002437,134,124,123,381,0.024
0.002438,134,124,123,381,0.024
0.002439,134,124,123,381,0.024
0.00244,134,124,123,381,0.024
0.002441,134,124,123,381,0.024
0.002442,134,124,123,381,0.024
0.002443,134,124,123,381,0.024
0.002444,134,124,123,381,0.024
0.002445,134,124,123,381,0.024
0.002446,134,124,123,381,0.024
0.002447,134,124,123,381,0.024
0.002448,134,124,123,381,0.024
0.002449,134,124,123,381,0.024
0.00245,134,124,123,381,0.024
0.002451,134,125,123,382,0.025
0.002452,134,125,123,382,0.025
0.002453,134,125,123,382,0.025
0.002454,134,125,123,382,0.025
0.002455,134,125,123,382,0.025
0.002456,134,125,123,382,0.025
0.002457,134,125,123,382,0.025
0.002458,134,125,123,382,0.025
0.002459,134,125,123,382,0.025
0.00246,134,125,123,382,0.025
0.002461,134,125,123,382,0.025
0.002462,134,125,123,382,0.025
0.002463,134,125,123,382,0.025
0.002464,134,125,123,382,0.025
0.002465,135,125,123,383,0.025
0.002466,135,125,123,383,0.025
0.002467,135,125,123,383,0.025
0.002468,135,125,123,383,0.025
0.002469,135,125,123,383,0.025
0.00247,135,125,123,383,0.025
0.002471,135,125,123,383,0.025
0.002472,135,125,123,383,0.025
0.002473,135,125,123,383,0.025
0.002474,135,125,123,383,0.025
0.002475,135,125,123,383,0.025
0.002476,135,125,123,383,0.025
0.002477,135,125,123,383,0.025
0.002478,135,125,123,383,0.025
0.002479,135,125,123,383,0.025
0.00248,135,125,123,383,0.025
0.002481,135,125,123,383,0.025
0.002482,135,125,123,383,0.025
0.002483,135,125,123,383,0.025
0.002484,135,125,123,383,0.025
0.002485,135,125,123,383,0.025
0.002486,135,125,123,383,0.025
0.002487,135,125,123,383,0.025
0.002488,135,125,123,383,0.025
0.002489,135,125,123,383,0.025
0.00249,135,125,123,383,0.025
0.002491,135,125,123,383,0.025
0.002492,135,125,123,383,0.025
0.002493,135,125,123,383,0.025
0.002494,135,125,123,383,0.025
0.002495,135,125,123,383,0.025
0.002496,135,125,123,383,0.025
0.002497,135,125,123,383,0.025
0.002498,135,125,123,383,0.025
0.002499,135,125,123,383,0.025
0.0025,135,125,122,382,0.025
0.002501,135,125,122,382,0.025
0.002502,135,125,122,382,0.025
0.002503,135,125,122,382,0.025
0.002504,135,125,122,382,0.025
0.002505,135,125,122,382,0.025
0.002506,135,125,122,382,0.025
0.002507,135,125,122,382,0.025
0.002508,135,125,122,382,0.025
0.002509,135,125,122,382,0.025
0.00251,135,125,122,382,0.025
0.002511,135,125,122,382,0.025
0.002512,135,125,122,382,0.025
0.002513,135,125,122,382,0.025
0.002514,135,125,122,382,0.025
0.002515,135,125,122,382,0.025
0.002516,135,125,122,382,0.025
0.002517,135,125,122,382,0.025
0.002518,135,125,122,382,0.025
0.002519,135,125,122,382,0.025
0.00252,135,125,122,382,0.025
0.002521,135,125,122,382,0.025
0.002522,135,125,122,382,0.025
0.002523,135,125,122,382,0.025
0.002524,135,125,122,382,0.025
0.002525,135,125,122,382,0.025
0.002526,135,125,122,382,0.025
0.002527,135,125,122,382,0.025
0.002528,135,125,122,382,0.025
0.002529,135,125,122,382,0.025
0.00253,135,125,122,382,0.025
0.002531,135,125,122,382,0.025
0.002532,135,125,122,382,0.025
0.002533,135,125,122,382,0.025
0.002534,135,125,122,382,0.025
0.002535,135,125,122,382,0.025
0.002536,136,125,122,383,0.025
0.002537,136,125,122,383,0.025
0.002538,136,125,122,383,0.025
0.002539,136,125,122,383,0.025
0.00254,136,125,122,383,0.025
0.002541,136,125,122,383,0.025
0.002542,136,125,122,383,0.025
0.002543,136,125,122,383,0.025
0.002544,136,125,122,383,0.025
0.002545,136,125,122,383,0.025
0.002546,136,125,122,383,0.025
0.002547,136,125,122,383,0.025
0.002548,136,125,122,383,0.025
0.002549,136,125,122,383,0.025
0.00255,136,126,122,384,0.026
0.002551,136,126,122,384,0.026
0.002552,136,126,122,384,0.026
0.002553,136,126,122,384,0.026
0.002554,136,126,122,384,0.026
0.002555,136,126,122,384,0.026
0.002556,136,126,122,384,0.026
0.002557,136,126,122,384,0.026
0.002558,136,126,122,384,0.026
0.002559,136,126,122,384,0.026
0.00256,136,126,122,384,0.026
0.002561,136,126,122,384,0.026
0.002562,136,126,122,384,0.026
0.002563,136,126,122,384,0.026
0.002564,136,126,122,384,0.026
0.002565,136,126,122,384,0.026
0.002566,136,126,122,384,0.026
0.002567,136,126,122,384,0.026
0.002568,136,126,122,384,0.026
0.002569,136,126,122,384,0.026
0.00257,136,126,122,384,0.026
0.002571,136,126,122,384,0.026
0.002572,136,126,122,384,0.026
0.002573,136,126,122,384,0.026
0.002574,136,126,122,384,0.026
0.002575,136,126,122,384,0.026
0.002576,136,126,122,384,0.026
0.002577,136,126,122,384,0.026
0.002578,136,126,122,384,0.026
0.002579,136,126,122,384,0.026
0.00258,136,126,122,384,0.026
0.002581,136,126,122,384,0.026
0.002582,136,126,122,384,0.026
0.002583,136,126,122,384,0.026
0.002584,136,126,122,384,0.026
0.002585,136,126,122,384,0.026
0.002586,136,126,122,384,0.026
0.002587,136,126,122,384,0.026
0.002588,136,126,122,384,0.026
0.002589,136,126,122,384,0.026
0.00259,136,126,122,384,0.026
0.002591,136,126,121,383,0.026
0.002592,136,126,121,383,0.026
0.002593,136,126,121,383,0.026
0.002594,136,126,121,383,0.026
0.002595,136,126,121,383,0.026
0.002596,136,126,121,383,0.026
0.002597,136,126,121,383,0.026
0.002598,136,126,121,383,0.026
0.002599,136,126,121,383,0.026
0.0026,136,126,121,383,0.026
0.002601,136,126,121,383,0.026
0.002602,136,126,121,383,0.026
0.002603,136,126,121,383,0.026
0.002604,136,126,121,383,0.026
0.002605,136,126,121,383,0.026
0.002606,136,126,121,383,0.026
0.002607,136,126,121,383,0.026
0.002608,137,126,121,384,0.026
0.002609,137,126,121,384,0.026
0.00261,137,126,121,384,0.026
0.002611,137,126,121,384,0.026
0.002612,137,126,121,384,0.026
0.002613,137,126,121,384,0.026
0.002614,137,126,121,384,0.026
0.002615,137,126,121,384,0.026
0.002616,137,126,121,384,0.026
0.002617,137,126,121,384,0.026
0.002618,137,126,121,384,0.026
0.002619,137,126,121,384,0.026
0.00262,137,126,121,384,0.026
0.002621,137,126,121,384,0.026
0.002622,137,126,121,384,0.026
0.002623,137,126,121,384,0.026
0.002624,137,126,121,384,0.026
0.002625,137,126,121,384,0.026
0.002626,137,126,121,384,0.026
0.002627,137,126,121,384,0.026
0.002628,137,126,121,384,0.026
0.002629,137,126,121,384,0.026
0.00263,137,126,121,384,0.026
0.002631,137,126,121,384,0.026
0.002632,137,126,121,384,0.026
0.002633,137,126,121,384,0.026
0.002634,137,126,121,384,0.026
0.002635,137,126,121,384,0.026
0.002636,137,126,121,384,0.026
0.002637,137,126,121,384,0.026
0.002638,137,126,121,384,0.026
0.002639,137,126,121,384,0.026
0.00264,137,126,121,384,0.026
0.002641,137,126,121,384,0.026
0.002642,137,126,121,384,0.026
0.002643,137,126,121,384,0.026
0.002644,137,126,121,384,0.026
0.002645,137,126,121,384,0.026
0.002646,137,126,121,384,0.026
0.002647,137,126,121,384,0.026
0.002648,137,126,121,384,0.026
0.002649,137,126,121,384,0.026
0.00265,137,126,121,384,0.026
0.002651,137,127,121,385,0.027
0.002652,137,127,121,385,0.027
0.002653,137,127,121,385,0.027
0.002654,137,127,121,385,0.027
0.002655,137,127,121,385,0.027
0.002656,137,127,121,385,0.027
0.002657,137,127,121,385,0.027
0.002658,137,127,121,385,0.027
0.002659,137,127,121,385,0.027
0.00266,137,127,121,385,0.027
0.002661,137,127,121,385,0.027
0.002662,137,127,121,385,0.027
0.002663,137,127,121,385,0.027
0.002664,137,127,121,385,0.027
0.002665,137,127,121,385,0.027
0.002666,137,127,121,385,0.027
0.002667,137,127,121,385,0.027
0.002668,137,127,121,385,0.027
0.002669,137,127,121,385,0.027
0.00267,137,127,121,385,0.027
0.002671,137,127,121,385,0.027
0.002672,137,127,121,385,0.027
0.002673,137,127,121,385,0.027
0.002674,137,127,121,385,0.027
0.002675,137,127,121,385,0.027
0.002676,137,127,121,385,0.027
0.002677,137,127,121,385,0.027
0.002678,137,127,121,385,0.027
0.002679,138,127,121,386,0.027
0.00268,138,127,121,386,0.027
0.002681,138,127,121,386,0.027
0.002682,138,127,120,385,0.027
0.002683,138,127,120,385,0.027
0.002684,138,127,120,385,0.027
0.002685,138,127,120,385,0.027
0.002686,138,127,120,385,0.027
0.002687,138,127,120,385,0.027
0.002688,138,127,120,385,0.027
0.002689,138,127,120,385,0.027
0.00269,138,127,120,385,0.027
0.002691,138,127,120,385,0.027
0.002692,138,127,120,385,0.027
0.002693,138,127,120,385,0.027
0.002694,138,127,120,385,0.027
0.002695,138,127,120,385,0.027
0.002696,138,127,120,385,0.027
0.002697,138,127,120,385,0.027
0.002698,138,127,120,385,0.027
0.002699,138,127,120,385,0.027
0.0027,138,127,120,385,0.027
0.002701,138,127,120,385,0.027
0.002702,138,127,120,385,0.027
0.002703,138,127,120,385,0.027
0.002704,138,127,120,385,0.027
0.002705,138,127,120,385,0.027
0.002706,138,127,120,385,0.027
0.002707,138,127,120,385,0.027
0.002708,138,127,120,385,0.027
0.002709,138,127,120,385,0.027
0.00271,138,127,120,385,0.027
0.002711,138,127,120,385,0.027
0.002712,138,127,120,385,0.027
0.002713,138,127,120,385,0.027
0.002714,138,127,120,385,0.027
0.002715,138,127,120,385,0.027
0.002716,138,127,120,385,0.027
0.002717,138,127,120,385,0.027
0.002718,138,127,120,385,0.027
0.002719,138,127,120,385,0.027
0.00272,138,127,120,385,0.027
0.002721,138,127,120,385,0.027
0.002722,138,127,120,385,0.027
0.002723,138,127,120,385,0.027
0.002724,138,127,120,385,0.027
0.002725,138,127,120,385,0.027
0.002726,138,127,120,385,0.027
0.002727,138,127,120,385,0.027
0.002728,138,127,120,385,0.027
0.002729,138,127,120,385,0.027
0.00273,138,127,120,385,0.027
0.002731,138,127,120,385,0.027
0.002732,138,127,120,385,0.027
0.002733,138,127,120,385,0.027
0.002734,138,127,120,385,0.027
0.002735,138,127,120,385,0.027
0.002736,138,127,120,385,0.027
0.002737,138,127,120,385,0.027
0.002738,138,127,120,385,0.027
0.002739,138,127,120,385,0.027
0.00274,138,127,120,385,0.027
0.002741,138,127,120,385,0.027
0.002742,138,127,120,385,0.027
0.002743,138,127,120,385,0.027
0.002744,138,127,120,385,0.027
0.002745,138,127,120,385,0.027
0.002746,138,127,120,385,0.027
0.002747,138,127,120,385,0.027
0.002748,138,127,120,385,0.027
0.002749,138,127,120,385,0.027
0.00275,138,128,120,386,0.027
0.002751,139,128,120,387,0.028
0.002752,139,128,120,387,0.028
0.002753,139,128,120,387,0.028
0.002754,139,128,120,387,0.028
0.002755,139,128,120,387,0.028
0.002756,139,128,120,387,0.028
0.002757,139,128,120,387,0.028
0.002758,139,128,120,387,0.028
0.002759,139,128,120,387,0.028
0.00276,139,128,120,387,0.028
0.002761,139,128,120,387,0.028
0.002762,139,128,120,387,0.028
0.002763,139,128,120,387,0.028
0.002764,139,128,120,387,0.028
0.002765,139,128,120,387,0.028
0.002766,139,128,120,387,0.028
0.002767,139,128,120,387,0.028
0.002768,139,128,120,387,0.028
0.002769,139,128,120,387,0.028
0.00277,139,128,120,387,0.028
0.002771,139,128,120,387,0.028
0.002772,139,128,120,387,0.028
0.002773,139,128,119,386,0.028
0.002774,139,128,119,386,0.028
0.002775,139,128,119,386,0.028
0.002776,139,128,119,386,0.028
0.002777,139,128,119,386,0.028
0.002778,139,128,119,386,0.028
0.002779,139,128,119,386,0.028
0.00278,139,128,119,386,0.028
0.002781,139,128,119,386,0.028
0.002782,139,128,119,386,0.028
0.002783,139,128,119,386,0.028
0.002784,139,128,119,386,0.028
0.002785,139,128,119,386,0.028
0.002786,139,128,119,386,0.028
0.002787,139,128,119,386,0.028
0.002788,139,128,119,386,0.028
0.002789,139,128,119,386,0.028
0.00279,139,128,119,386,0.028
0.002791,139,128,119,386,0.028
0.002792,139,128,119,386,0.028
0.002793,139,128,119,386,0.028
0.002794,139,128,119,386,0.028
0.002795,139,128,119,386,0.028
0.002796,139,128,119,386,0.028
0.002797,139,128,119,386,0.028
0.002798,139,128,119,386,0.028
0.002799,139,128,119,386,0.028
0.0028,139,128,119,386,0.028
0.002801,139,128,119,386,0.028
0.002802,139,128,119,386,0.028
0.002803,139,128,119,386,0.028
0.002804,139,128,119,386,0.028
0.002805,139,128,119,386,0.028
0.002806,139,128,119,386,0.028
0.002807,139,128,119,386,0.028
0.002808,139,128,119,386,0.028
0.002809,139,128,119,386,0.028
0.00281,139,128,119,386,0.028
0.002811,139,128,119,386,0.028
0.002812,139,128,119,386,0.028
0.002813,139,128,119,386,0.028
0.002814,139,128,119,386,0.028
0.002815,139,128,119,386,0.028
0.002816,139,128,119,386,0.028
0.002817,139,128,119,386,0.028
0.002818,139,128,119,386,0.028
0.002819,139,128,119,386,0.028
0.00282,139,128,119,386,0.028
0.002821,139,128,119,386,0.028
0.002822,140,128,119,387,0.028
0.002823,140,128,119,387,0.028
0.002824,140,128,119,387,0.028
0.002825,140,128,119,387,0.028
0.002826,140,128,119,387,0.028
0.002827,140,128,119,387,0.028
0.002828,140,128,119,387,0.028
0.002829,140,128,119,387,0.028
0.00283,140,128,119,387,0.028
0.002831,140,128,119,387,0.028
0.002832,140,128,119,387,0.028
0.002833,140,128,119,387,0.028
0.002834,140,128,119,387,0.028
0.002835,140,128,119,387,0.028
0.002836,140,128,119,387,0.028
0.002837,140,128,119,387,0.028
0.002838,140,128,119,387,0.028
0.002839,140,128,119,387,0.028
0.00284,140,128,119,387,0.028
0.002841,140,128,119,387,0.028
0.002842,140,128,119,387,0.028
0.002843,140,128,119,387,0.028
0.002844,140,128,119,387,0.028
0.002845,140,128,119,387,0.028
0.002846,140,128,119,387,0.028
0.002847,140,128,119,387,0.028
0.002848,140,128,119,387,0.028
0.002849,140,128,119,387,0.028
0.00285,140,128,119,387,0.028
0.002851,140,129,119,388,0.029
0.002852,140,129,119,388,0.029
0.002853,140,129,119,388,0.029
0.002854,140,129,119,388,0.029
0.002855,140,129,119,388,0.029
0.002856,140,129,119,388,0.029
0.002857,140,129,119,388,0.029
0.002858,140,129,119,388,0.029
0.002859,140,129,119,388,0.029
0.00286,140,129,119,388,0.029
0.002861,140,129,119,388,0.029
0.002862,140,129,119,388,0.029
0.002863,140,129,119,388,0.029
0.002864,140,129,118,387,0.029
0.002865,140,129,118,387,0.029
0.002866,140,129,118,387,0.029
0.002867,140,129,118,387,0.029
0.002868,140,129,118,387,0.029
0.002869,140,129,118,387,0.029
0.00287,140,129,118,387,0.029
0.002871,140,129,118,387,0.029
0.002872,140,129,118,387,0.029
0.002873,140,129,118,387,0.029
0.002874,140,129,118,387,0.029
0.002875,140,129,118,387,0.029
0.002876,140,129,118,387,0.029
0.002877,140,129,118,387,0.029
0.002878,140,129,118,387,0.029
0.002879,140,129,118,387,0.029
0.00288,140,129,118,387,0.029
0.002881,140,129,118,387,0.029
0.002882,140,129,118,387,0.029
0.002883,140,129,118,387,0.029
0.002884,140,129,118,387,0.029
0.002885,140,129,118,387,0.029
0.002886,140,129,118,387,0.029
0.002887,140,129,118,387,0.029
0.002888,140,129,118,387,0.029
0.002889,140,129,118,387,0.029
0.00289,140,129,118,387,0.029
0.002891,140,129,118,387,0.029
0.002892,140,129,118,387,0.029
0.002893,141,129,118,388,0.029
0.002894,141,129,118,388,0.029
0.002895,141,129,118,388,0.029
0.002896,141,129,118,388,0.029
0.002897,141,129,118,388,0.029
0.002898,141,129,118,388,0.029
0.002899,141,129,118,388,0.029
0.0029,141,129,118,388,0.029
0.002901,141,129,118,388,0.029
0.002902,141,129,118,388,0.029
0.002903,141,129,118,388,0.029
0.002904,141,129,118,388,0.029
0.002905,141,129,118,388,0.029
0.002906,141,129,118,388,0.029
0.002907,141,129,118,388,0.029
0.002908,141,129,118,388,0.029
0.002909,141,129,118,388,0.029
0.00291,141,129,118,388,0.029
0.002911,141,129,118,388,0.029
0.002912,141,129,118,388,0.029
0.002913,141,129,118,388,0.029
0.002914,141,129,118,388,0.029
0.002915,141,129,118,388,0.029
0.002916,141,129,118,388,0.029
0.002917,141,129,118,388,0.029
0.002918,141,129,118,388,0.029
0.002919,141,129,118,388,0.029
0.00292,141,129,118,388,0.029
0.002921,141,129,118,388,0.029
0.002922,141,129,118,388,0.029
0.002923,141,129,118,388,0.029
0.002924,141,129,118,388,0.029
0.002925,141,129,118,388,0.029
0.002926,141,129,118,388,0.029
0.002927,141,129,118,388,0.029
0.002928,141,129,118,388,0.029
0.002929,141,129,118,388,0.029
0.00293,141,129,118,388,0.029
0.002931,141,129,118,388,0.029
0.002932,141,129,118,388,0.029
0.002933,141,129,118,388,0.029
0.002934,141,129,118,388,0.029
0.002935,141,129,118,388,0.029
0.002936,141,129,118,388,0.029
0.002937,141,129,118,388,0.029
0.002938,141,129,118,388,0.029
0.002939,141,129,118,388,0.029
0.00294,141,129,118,388,0.029
0.002941,141,129,118,388,0.029
0.002942,141,129,118,388,0.029
0.002943,141,129,118,388,0.029
0.002944,141,129,118,388,0.029
0.002945,141,129,118,388,0.029
0.002946,141,129,118,388,0.029
0.002947,141,129,118,388,0.029
0.002948,141,129,118,388,0.029
0.002949,141,129,118,388,0.029
0.00295,141,130,118,389,0.03
0.002951,141,130,118,389,0.03
0.002952,141,130,118,389,0.03
0.002953,141,130,118,389,0.03
0.002954,141,130,118,389,0.03
0.002955,141,130,117,388,0.03
0.002956,141,130,117,388,0.03
0.002957,141,130,117,388,0.03
0.002958,141,130,117,388,0.03
0.002959,141,130,117,388,0.03
0.00296,141,130,117,388,0.03
0.002961,141,130,117,388,0.03
0.002962,141,130,117,388,0.03
0.002963,141,130,117,388,0.03
0.002964,141,130,117,388,0.03
0.002965,142,130,117,389,0.03
0.002966,142,130,117,389,0.03
0.002967,142,130,117,389,0.03
0.002968,142,130,117,389,0.03
0.002969,142,130,117,389,0.03
0.00297,142,130,117,389,0.03
0.002971,142,130,117,389,0.03
0.002972,142,130,117,389,0.03
0.002973,142,130,117,389,0.03
0.002974,142,130,117,389,0.03
0.002975,142,130,117,389,0.03
0.002976,142,130,117,389,0.03
0.002977,142,130,117,389,0.03
0.002978,142,130,117,389,0.03
0.002979,142,130,117,389,0.03
0.00298,142,130,117,389,0.03
0.002981,142,130,117,389,0.03
0.002982,142,130,117,389,0.03
0.002983,142,130,117,389,0.03
0.002984,142,130,117,389,0.03
0.002985,142,130,117,389,0.03
0.002986,142,130,117,389,0.03
0.002987,142,130,117,389,0.03
0.002988,142,130,117,389,0.03
0.002989,142,130,117,389,0.03
0.00299,142,130,117,389,0.03
0.002991,142,130,117,389,0.03
0.002992,142,130,117,389,0.03
0.002993,142,130,117,389,0.03
0.002994,142,130,117,389,0.03
0.002995,142,130,117,389,0.03
0.002996,142,130,117,389,0.03
0.002997,142,130,117,389,0.03
0.002998,142,130,117,389,0.03
0.002999,142,130,117,389,0.03
0.003,142,130,117,389,0.03
0.003001,142,130,117,389,0.03
0.003002,142,130,117,389,0.03
0.003003,142,130,117,389,0.03
0.003004,142,130,117,389,0.03
0.003005,142,130,117,389,0.03
0.003006,142,130,117,389,0.03
0.003007,142,130,117,389,0.03
0.003008,142,130,117,389,0.03
0.003009,142,130,117,389,0.03
0.00301,142,130,117,389,0.03
0.003011,142,130,117,389,0.03
0.003012,142,130,117,389,0.03
0.003013,142,130,117,389,0.03
0.003014,142,130,117,389,0.03
0.003015,142,130,117,389,0.03
0.003016,142,130,117,389,0.03
0.003017,142,130,117,389,0.03
0.003018,142,130,117,389,0.03
0.003019,142,130,117,389,0.03
0.00302,142,130,117,389,0.03
0.003021,142,130,117,389,0.03
0.003022,142,130,117,389,0.03
0.003023,142,130,117,389,0.03
0.003024,142,130,117,389,0.03
0.003025,142,130,117,389,0.03
0.003026,142,130,117,389,0.03
0.003027,142,130,117,389,0.03
0.003028,142,130,117,389,0.03
0.003029,142,130,117,389,0.03
0.00303,142,130,117,389,0.03
0.003031,142,130,117,389,0.03
0.003032,142,130,117,389,0.03
0.003033,142,130,117,389,0.03
0.003034,142,130,117,389,0.03
0.003035,142,130,117,389,0.03
0.003036,143,130,117,390,0.03
0.003037,143,130,117,390,0.03
0.003038,143,130,117,390,0.03
0.003039,143,130,117,390,0.03
0.00304,143,130,117,390,0.03
0.003041,143,130,117,390,0.03
0.003042,143,130,117,390,0.03
0.003043,143,130,117,390,0.03
0.003044,143,130,117,390,0.03
0.003045,143,130,117,390,0.03
0.003046,143,130,116,389,0.03
0.003047,143,130,116,389,0.03
0.003048,143,130,116,389,0.03
0.003049,143,130,116,389,0.03
0.00305,143,130,116,389,0.03
0.003051,143,131,116,390,0.031
0.003052,143,131,116,390,0.031
0.003053,143,131,116,390,0.031
0.003054,143,131,116,390,0.031
0.003055,143,131,116,390,0.031
0.003056,143,131,116,390,0.031
0.003057,143,131,116,390,0.031
0.003058,143,131,116,390,0.031
0.003059,143,131,116,390,0.031
0.00306,143,131,116,390,0.031
0.003061,143,131,116,390,0.031
0.003062,143,131,116,390,0.031
0.003063,143,131,116,390,0.031
0.003064,143,131,116,390,0.031
0.003065,143,131,116,390,0.031
0.003066,143,131,116,390,0.031
0.003067,143,131,116,390,0.031
0.003068,143,131,116,390,0.031
0.003069,143,131,116,390,0.031
0.00307,143,131,116,390,0.031
0.003071,143,131,116,390,0.031
0.003072,143,131,116,390,0.031
0.003073,143,131,116,390,0.031
0.003074,143,131,116,390,0.031
0.003075,143,131,116,390,0.031
0.003076,143,131,116,390,0.031
0.003077,143,131,116,390,0.031
0.003078,143,131,116,390,0.031
0.003079,143,131,116,390,0.031
0.00308,143,131,116,390,0.031
0.003081,143,131,116,390,0.031
0.003082,143,131,116,390,0.031
0.003083,143,131,116,390,0.031
0.003084,143,131,116,390,0.031
0.003085,143,131,116,390,0.031
0.003086,143,131,116,390,0.031
0.003087,143,131,116,390,0.031
0.003088,143,131,116,390,0.031
0.003089,143,131,116,390,0.031
0.00309,143,131,116,390,0.031
0.003091,143,131,116,390,0.031
0.003092,143,131,116,390,0.031
0.003093,143,131,116,390,0.031
0.003094,143,131,116,390,0.031
0.003095,143,131,116,390,0.031
0.003096,143,131,116,390,0.031
0.003097,143,131,116,390,0.031
0.003098,143,131,116,390,0.031
0.003099,143,131,116,390,0.031
0.0031,143,131,116,390,0.031
0.003101,143,131,116,390,0.031
0.003102,143,131,116,390,0.031
0.003103,143,131,116,390,0.031
0.003104,143,131,116,390,0.031
0.003105,143,131,116,390,0.031
0.003106,143,131,116,390,0.031
0.003107,143,131,116,390,0.031
0.003108,144,131,116,391,0.031
0.003109,144,131,116,391,0.031
0.00311,144,131,116,391,0.031
0.003111,144,131,116,391,0.031
0.003112,144,131,116,391,0.031
0.003113,144,131,116,391,0.031
0.003114,144,131,116,391,0.031
0.003115,144,131,116,391,0.031
0.003116,144,131,116,391,0.031
0.003117,144,131,116,391,0.031
0.003118,144,131,116,391,0.031
0.003119,144,131,116,391,0.031
0.00312,144,131,116,391,0.031
0.003121,144,131,116,391,0.031
0.003122,144,131,116,391,0.031
0.003123,144,131,116,391,0.031
