Mercury (mg/L),Red Value,Green Value,Blue Value,Orange Intensity,Absorbance
0.000809,108,113,118,339,0.016
0.00081,108,113,118,339,0.016
0.000811,108,113,118,339,0.016
0.000812,108,113,118,339,0.016
0.000813,108,113,118,339,0.016
0.000814,108,113,118,339,0.016
0.000815,108,113,118,339,0.016
0.000816,108,113,118,339,0.016
0.000817,108,113,118,339,0.016
0.000818,108,113,118,339,0.016
0.000819,108,113,118,339,0.016
0.00082,108,113,118,339,0.016
0.000821,108,113,118,339,0.016
0.000822,108,113,118,339,0.016
0.000823,108,113,118,339,0.016
0.000824,108,113,118,339,0.016
0.000825,108,113,118,339,0.016
0.000826,108,113,118,339,0.017
0.000827,108,113,118,339,0.017
0.000828,108,113,118,339,0.017
0.000829,108,113,118,339,0.017
0.00083,108,113,118,339,0.017
0.000831,108,113,118,339,0.017
0.000832,108,113,118,339,0.017
0.000833,108,113,118,339,0.017
0.000834,108,113,117,338,0.017
0.000835,108,113,117,338,0.017
0.000836,108,113,117,338,0.017
0.000837,108,113,117,338,0.017
0.000838,108,113,117,338,0.017
0.000839,108,113,117,338,0.017
0.00084,108,113,117,338,0.017
0.000841,108,113,117,338,0.017
0.000842,108,113,117,338,0.017
0.000843,108,113,117,338,0.017
0.000844,108,113,117,338,0.017
0.000845,108,113,117,338,0.017
0.000846,108,113,117,338,0.017
0.000847,108,113,117,338,0.017
0.000848,108,113,117,338,0.017
0.000849,108,113,117,338,0.017
0.00085,108,113,117,338,0.017
0.000851,108,113,117,338,0.017
0.000852,108,113,117,338,0.017
0.000853,108,113,117,338,0.017
0.000854,109,113,117,339,0.017
0.000855,109,113,117,339,0.017
0.000856,109,113,117,339,0.017
0.000857,109,113,117,339,0.017
0.000858,109,113,117,339,0.017
0.000859,109,113,117,339,0.017
0.00086,109,113,117,339,0.017
0.000861,109,113,117,339,0.017
0.000862,109,113,117,339,0.017
0.000863,109,113,117,339,0.017
0.000864,109,113,117,339,0.017
0.000865,109,113,117,339,0.017
0.000866,109,113,117,339,0.017
0.000867,109,113,117,339,0.017
0.000868,109,113,117,339,0.017
0.000869,109,113,117,339,0.017
0.00087,109,113,117,339,0.017
0.000871,109,113,117,339,0.017
0.000872,109,113,117,339,0.017
0.000873,109,113,117,339,0.017
0.000874,109,113,117,339,0.017
0.000875,109,113,117,339,0.017
0.000876,109,113,117,339,0.018
0.000877,109,113,117,339,0.018
0.000878,109,113,117,339,0.018
0.000879,109,113,117,339,0.018
0.00088,109,113,117,339,0.018
0.000881,109,113,117,339,0.018
0.000882,109,113,117,339,0.018
0.000883,109,113,117,339,0.018
0.000884,109,113,117,339,0.018
0.000885,109,113,117,339,0.018
0.000886,109,113,117,339,0.018
0.000887,109,113,117,339,0.018
0.000888,109,113,117,339,0.018
0.000889,109,113,117,339,0.018
0.00089,109,113,117,339,0.018
0.000891,109,113,117,339,0.018
0.000892,109,113,117,339,0.018
0.000893,109,113,117,339,0.018
0.000894,109,113,117,339,0.018
0.000895,109,113,117,339,0.018
0.000896,109,113,117,339,0.018
0.000897,109,113,117,339,0.018
0.000898,109,113,117,339,0.018
0.000899,109,113,117,339,0.018
0.0009,109,113,117,339,0.018
0.000901,110,112,116,338,0.018
0.000902,110,112,116,338,0.018
0.000903,110,112,116,338,0.018
0.000904,110,112,116,338,0.018
0.000905,110,112,116,338,0.018
0.000906,110,112,116,338,0.018
0.000907,110,112,116,338,0.018
0.000908,110,112,116,338,0.018
0.000909,110,112,116,338,0.018
0.00091,110,112,116,338,0.018
0.000911,110,112,116,338,0.018
0.000912,110,112,116,338,0.018
0.000913,110,112,116,338,0.018
0.000914,110,112,116,338,0.018
0.000915,110,112,116,338,0.018
0.000916,110,112,116,338,0.018
0.000917,110,112,116,338,0.018
0.000918,110,112,116,338,0.018
0.000919,110,112,116,338,0.018
0.00092,110,112,116,338,0.018
0.000921,110,112,116,338,0.018
0.000922,110,112,116,338,0.018
0.000923,110,112,116,338,0.018
0.000924,110,112,116,338,0.018
0.000925,110,112,116,338,0.018
0.000926,110,112,116,338,0.019
0.000927,110,112,116,338,0.019
0.000928,110,112,116,338,0.019
0.000929,110,112,116,338,0.019
0.00093,110,112,116,338,0.019
0.000931,110,112,116,338,0.019
0.000932,110,112,116,338,0.019
0.000933,110,112,116,338,0.019
0.000934,110,112,116,338,0.019
0.000935,110,112,116,338,0.019
0.000936,110,112,116,338,0.019
0.000937,110,112,116,338,0.019
0.000938,110,112,116,338,0.019
0.000939,110,112,116,338,0.019
0.00094,110,112,116,338,0.019
0.000941,110,112,116,338,0.019
0.000942,110,112,116,338,0.019
0.000943,110,112,116,338,0.019
0.000944,110,112,116,338,0.019
0.000945,110,112,116,338,0.019
0.000946,110,112,116,338,0.019
0.000947,111,112,116,339,0.019
0.000948,111,112,116,339,0.019
0.000949,111,112,116,339,0.019
0.00095,111,112,116,339,0.019
0.000951,111,112,116,339,0.019
0.000952,111,112,116,339,0.019
0.000953,111,112,116,339,0.019
0.000954,111,112,116,339,0.019
0.000955,111,112,116,339,0.019
0.000956,111,112,116,339,0.019
0.000957,111,112,116,339,0.019
0.000958,111,112,116,339,0.019
0.000959,111,112,116,339,0.019
0.00096,111,112,116,339,0.019
0.000961,111,112,116,339,0.019
0.000962,111,112,116,339,0.019
0.000963,111,112,116,339,0.019
0.000964,111,112,116,339,0.019
0.000965,111,112,116,339,0.019
0.000966,111,112,116,339,0.019
0.000967,111,112,115,338,0.019
0.000968,111,112,115,338,0.019
0.000969,111,112,115,338,0.019
0.00097,111,112,115,338,0.019
0.000971,111,112,115,338,0.019
0.000972,111,112,115,338,0.019
0.000973,111,112,115,338,0.019
0.000974,111,112,115,338,0.019
0.000975,111,112,115,338,0.02
0.000976,111,112,115,338,0.02
0.000977,111,112,115,338,0.02
0.000978,111,112,115,338,0.02
0.000979,111,112,115,338,0.02
0.00098,111,112,115,338,0.02
0.000981,111,112,115,338,0.02
0.000982,111,112,115,338,0.02
0.000983,111,112,115,338,0.02
0.000984,111,112,115,338,0.02
0.000985,111,112,115,338,0.02
0.000986,111,112,115,338,0.02
0.000987,111,112,115,338,0.02
0.000988,111,112,115,338,0.02
0.000989,111,112,115,338,0.02
0.00099,111,112,115,338,0.02
0.000991,111,112,115,338,0.02
0.000992,111,112,115,338,0.02
0.000993,112,112,115,339,0.02
0.000994,112,112,115,339,0.02
0.000995,112,112,115,339,0.02
0.000996,112,112,115,339,0.02
0.000997,112,112,115,339,0.02
0.000998,112,112,115,339,0.02
0.000999,112,112,115,339,0.02
0.001,112,112,115,339,0.02
0.001001,112,112,115,339,0.02
0.001002,112,112,115,339,0.02
0.001003,112,112,115,339,0.02
0.001004,112,112,115,339,0.02
0.001005,112,112,115,339,0.02
0.001006,112,112,115,339,0.02
0.001007,112,112,115,339,0.02
0.001008,112,112,115,339,0.02
0.001009,112,112,115,339,0.02
0.00101,112,112,115,339,0.02
0.001011,112,112,115,339,0.02
0.001012,112,112,115,339,0.02
0.001013,112,112,115,339,0.02
0.001014,112,112,115,339,0.02
0.001015,112,112,115,339,0.02
0.001016,112,112,115,339,0.02
0.001017,112,112,115,339,0.02
0.001018,112,112,115,339,0.02
0.001019,112,112,115,339,0.02
0.00102,112,112,115,339,0.02
0.001021,112,111,115,338,0.02
0.001022,112,111,115,338,0.02
0.001023,112,111,115,338,0.02
0.001024,112,111,115,338,0.02
0.001025,112,111,115,338,0.02
0.001026,112,111,115,338,0.021
0.001027,112,111,115,338,0.021
0.001028,112,111,115,338,0.021
0.001029,112,111,115,338,0.021
0.00103,112,111,115,338,0.021
0.001031,112,111,115,338,0.021
0.001032,112,111,115,338,0.021
0.001033,112,111,115,338,0.021
0.001034,112,111,114,337,0.021
0.001035,112,111,114,337,0.021
0.001036,112,111,114,337,0.021
0.001037,112,111,114,337,0.021
0.001038,112,111,114,337,0.021
0.001039,113,111,114,338,0.021
0.00104,113,111,114,338,0.021
0.001041,113,111,114,338,0.021
0.001042,113,111,114,338,0.021
0.001043,113,111,114,338,0.021
0.001044,113,111,114,338,0.021
0.001045,113,111,114,338,0.021
0.001046,113,111,114,338,0.021
0.001047,113,111,114,338,0.021
0.001048,113,111,114,338,0.021
0.001049,113,111,114,338,0.021
0.00105,113,111,114,338,0.021
0.001051,113,111,114,338,0.021
0.001052,113,111,114,338,0.021
0.001053,113,111,114,338,0.021
0.001054,113,111,114,338,0.021
0.001055,113,111,114,338,0.021
0.001056,113,111,114,338,0.021
0.001057,113,111,114,338,0.021
0.001058,113,111,114,338,0.021
0.001059,113,111,114,338,0.021
0.00106,113,111,114,338,0.021
0.001061,113,111,114,338,0.021
0.001062,113,111,114,338,0.021
0.001063,113,111,114,338,0.021
0.001064,113,111,114,338,0.021
0.001065,113,111,114,338,0.021
0.001066,113,111,114,338,0.021
0.001067,113,111,114,338,0.021
0.001068,113,111,114,338,0.021
0.001069,113,111,114,338,0.021
0.00107,113,111,114,338,0.021
0.001071,113,111,114,338,0.021
0.001072,113,111,114,338,0.021
0.001073,113,111,114,338,0.021
0.001074,113,111,114,338,0.021
0.001075,113,111,114,338,0.022
0.001076,113,111,114,338,0.022
0.001077,113,111,114,338,0.022
0.001078,113,111,114,338,0.022
0.001079,113,111,114,338,0.022
0.00108,113,111,114,338,0.022
0.001081,113,111,114,338,0.022
0.001082,113,111,114,338,0.022
0.001083,113,111,114,338,0.022
0.001084,113,111,114,338,0.022
0.001085,114,111,114,339,0.022
0.001086,114,111,114,339,0.022
0.001087,114,111,114,339,0.022
0.001088,114,111,114,339,0.022
0.001089,114,111,114,339,0.022
0.00109,114,111,114,339,0.022
0.001091,114,111,114,339,0.022
0.001092,114,111,114,339,0.022
0.001093,114,111,114,339,0.022
0.001094,114,111,114,339,0.022
0.001095,114,111,114,339,0.022
0.001096,114,111,114,339,0.022
0.001097,114,111,114,339,0.022
0.001098,114,111,114,339,0.022
0.001099,114,111,114,339,0.022
0.0011,114,111,114,339,0.022
0.001101,114,111,113,338,0.022
0.001102,114,111,113,338,0.022
0.001103,114,111,113,338,0.022
0.001104,114,111,113,338,0.022
0.001105,114,111,113,338,0.022
0.001106,114,111,113,338,0.022
0.001107,114,111,113,338,0.022
0.001108,114,111,113,338,0.022
0.001109,114,111,113,338,0.022
0.00111,114,111,113,338,0.022
0.001111,114,111,113,338,0.022
0.001112,114,111,113,338,0.022
0.001113,114,111,113,338,0.022
0.001114,114,111,113,338,0.022
0.001115,114,111,113,338,0.022
0.001116,114,111,113,338,0.022
0.001117,114,111,113,338,0.022
0.001118,114,111,113,338,0.022
0.001119,114,111,113,338,0.022
0.00112,114,111,113,338,0.022
0.001121,114,111,113,338,0.022
0.001122,114,111,113,338,0.022
0.001123,114,111,113,338,0.022
0.001124,114,111,113,338,0.022
0.001125,114,111,113,338,0.022
0.001126,114,111,113,338,0.023
0.001127,114,111,113,338,0.023
0.001128,114,111,113,338,0.023
0.001129,114,111,113,338,0.023
0.00113,114,111,113,338,0.023
0.001131,115,111,113,339,0.023
0.001132,115,111,113,339,0.023
0.001133,115,111,113,339,0.023
0.001134,115,111,113,339,0.023
0.001135,115,111,113,339,0.023
0.001136,115,111,113,339,0.023
0.001137,115,111,113,339,0.023
0.001138,115,111,113,339,0.023
0.001139,115,111,113,339,0.023
0.00114,115,111,113,339,0.023
0.001141,115,110,113,338,0.023
0.001142,115,110,113,338,0.023
0.001143,115,110,113,338,0.023
0.001144,115,110,113,338,0.023
0.001145,115,110,113,338,0.023
0.001146,115,110,113,338,0.023
0.001147,115,110,113,338,0.023
0.001148,115,110,113,338,0.023
0.001149,115,110,113,338,0.023
0.00115,115,110,113,338,0.023
0.001151,115,110,113,338,0.023
0.001152,115,110,113,338,0.023
0.001153,115,110,113,338,0.023
0.001154,115,110,113,338,0.023
0.001155,115,110,113,338,0.023
0.001156,115,110,113,338,0.023
0.001157,115,110,113,338,0.023
0.001158,115,110,113,338,0.023
0.001159,115,110,113,338,0.023
0.00116,115,110,113,338,0.023
0.001161,115,110,113,338,0.023
0.001162,115,110,113,338,0.023
0.001163,115,110,113,338,0.023
0.001164,115,110,113,338,0.023
0.001165,115,110,113,338,0.023
0.001166,115,110,113,338,0.023
0.001167,115,110,112,337,0.023
0.001168,115,110,112,337,0.023
0.001169,115,110,112,337,0.023
0.00117,115,110,112,337,0.023
0.001171,115,110,112,337,0.023
0.001172,115,110,112,337,0.023
0.001173,115,110,112,337,0.023
0.001174,115,110,112,337,0.023
0.001175,115,110,112,337,0.024
0.001176,115,110,112,337,0.024
0.001177,115,110,112,337,0.024
0.001178,116,110,112,338,0.024
0.001179,116,110,112,338,0.024
0.00118,116,110,112,338,0.024
0.001181,116,110,112,338,0.024
0.001182,116,110,112,338,0.024
0.001183,116,110,112,338,0.024
0.001184,116,110,112,338,0.024
0.001185,116,110,112,338,0.024
0.001186,116,110,112,338,0.024
0.001187,116,110,112,338,0.024
0.001188,116,110,112,338,0.024
0.001189,116,110,112,338,0.024
0.00119,116,110,112,338,0.024
0.001191,116,110,112,338,0.024
0.001192,116,110,112,338,0.024
0.001193,116,110,112,338,0.024
0.001194,116,110,112,338,0.024
0.001195,116,110,112,338,0.024
0.001196,116,110,112,338,0.024
0.001197,116,110,112,338,0.024
0.001198,116,110,112,338,0.024
0.001199,116,110,112,338,0.024
0.0012,116,110,112,338,0.024
0.001201,116,110,112,338,0.024
0.001202,116,110,112,338,0.024
0.001203,116,110,112,338,0.024
0.001204,116,110,112,338,0.024
0.001205,116,110,112,338,0.024
0.001206,116,110,112,338,0.024
0.001207,116,110,112,338,0.024
0.001208,116,110,112,338,0.024
0.001209,116,110,112,338,0.024
0.00121,116,110,112,338,0.024
0.001211,116,110,112,338,0.024
0.001212,116,110,112,338,0.024
0.001213,116,110,112,338,0.024
0.001214,116,110,112,338,0.024
0.001215,116,110,112,338,0.024
0.001216,116,110,112,338,0.024
0.001217,116,110,112,338,0.024
0.001218,116,110,112,338,0.024
0.001219,116,110,112,338,0.024
0.00122,116,110,112,338,0.024
0.001221,116,110,112,338,0.024
0.001222,116,110,112,338,0.024
0.001223,116,110,112,338,0.024
0.001224,117,110,112,339,0.024
0.001225,117,110,112,339,0.024
0.001226,117,110,112,339,0.025
0.001227,117,110,112,339,0.025
0.001228,117,110,112,339,0.025
0.001229,117,110,112,339,0.025
0.00123,117,110,112,339,0.025
0.001231,117,110,112,339,0.025
0.001232,117,110,112,339,0.025
0.001233,117,110,112,339,0.025
0.001234,117,110,111,338,0.025
0.001235,117,110,111,338,0.025
0.001236,117,110,111,338,0.025
0.001237,117,110,111,338,0.025
0.001238,117,110,111,338,0.025
0.001239,117,110,111,338,0.025
0.00124,117,110,111,338,0.025
0.001241,117,110,111,338,0.025
0.001242,117,110,111,338,0.025
0.001243,117,110,111,338,0.025
0.001244,117,110,111,338,0.025
0.001245,117,110,111,338,0.025
0.001246,117,110,111,338,0.025
0.001247,117,110,111,338,0.025
0.001248,117,110,111,338,0.025
0.001249,117,110,111,338,0.025
0.00125,117,110,111,338,0.025
0.001251,117,110,111,338,0.025
0.001252,117,110,111,338,0.025
0.001253,117,110,111,338,0.025
0.001254,117,110,111,338,0.025
0.001255,117,110,111,338,0.025
0.001256,117,110,111,338,0.025
0.001257,117,110,111,338,0.025
0.001258,117,110,111,338,0.025
0.001259,117,110,111,338,0.025
0.00126,117,110,111,338,0.025
0.001261,117,109,111,337,0.025
0.001262,117,109,111,337,0.025
0.001263,117,109,111,337,0.025
0.001264,117,109,111,337,0.025
0.001265,117,109,111,337,0.025
0.001266,117,109,111,337,0.025
0.001267,117,109,111,337,0.025
0.001268,117,109,111,337,0.025
0.001269,117,109,111,337,0.025
0.00127,118,109,111,338,0.025
0.001271,118,109,111,338,0.025
0.001272,118,109,111,338,0.025
0.001273,118,109,111,338,0.025
0.001274,118,109,111,338,0.025
0.001275,118,109,111,338,0.026
0.001276,118,109,111,338,0.026
0.001277,118,109,111,338,0.026
0.001278,118,109,111,338,0.026
0.001279,118,109,111,338,0.026
0.00128,118,109,111,338,0.026
0.001281,118,109,111,338,0.026
0.001282,118,109,111,338,0.026
0.001283,118,109,111,338,0.026
0.001284,118,109,111,338,0.026
0.001285,118,109,111,338,0.026
0.001286,118,109,111,338,0.026
0.001287,118,109,111,338,0.026
0.001288,118,109,111,338,0.026
0.001289,118,109,111,338,0.026
0.00129,118,109,111,338,0.026
0.001291,118,109,111,338,0.026
0.001292,118,109,111,338,0.026
0.001293,118,109,111,338,0.026
0.001294,118,109,111,338,0.026
0.001295,118,109,111,338,0.026
0.001296,118,109,111,338,0.026
0.001297,118,109,111,338,0.026
0.001298,118,109,111,338,0.026
0.001299,118,109,111,338,0.026
0.0013,118,109,111,338,0.026
0.001301,118,109,110,337,0.026
0.001302,118,109,110,337,0.026
0.001303,118,109,110,337,0.026
0.001304,118,109,110,337,0.026
0.001305,118,109,110,337,0.026
0.001306,118,109,110,337,0.026
0.001307,118,109,110,337,0.026
0.001308,118,109,110,337,0.026
0.001309,118,109,110,337,0.026
0.00131,118,109,110,337,0.026
0.001311,118,109,110,337,0.026
0.001312,118,109,110,337,0.026
0.001313,118,109,110,337,0.026
0.001314,118,109,110,337,0.026
0.001315,118,109,110,337,0.026
0.001316,119,109,110,338,0.026
0.001317,119,109,110,338,0.026
0.001318,119,109,110,338,0.026
0.001319,119,109,110,338,0.026
0.00132,119,109,110,338,0.026
0.001321,119,109,110,338,0.026
0.001322,119,109,110,338,0.026
0.001323,119,109,110,338,0.026
0.001324,119,109,110,338,0.026
0.001325,119,109,110,338,0.026
0.001326,119,109,110,338,0.027
0.001327,119,109,110,338,0.027
0.001328,119,109,110,338,0.027
0.001329,119,109,110,338,0.027
0.00133,119,109,110,338,0.027
0.001331,119,109,110,338,0.027
0.001332,119,109,110,338,0.027
0.001333,119,109,110,338,0.027
0.001334,119,109,110,338,0.027
0.001335,119,109,110,338,0.027
0.001336,119,109,110,338,0.027
0.001337,119,109,110,338,0.027
0.001338,119,109,110,338,0.027
0.001339,119,109,110,338,0.027
0.00134,119,109,110,338,0.027
0.001341,119,109,110,338,0.027
0.001342,119,109,110,338,0.027
0.001343,119,109,110,338,0.027
0.001344,119,109,110,338,0.027
0.001345,119,109,110,338,0.027
0.001346,119,109,110,338,0.027
0.001347,119,109,110,338,0.027
0.001348,119,109,110,338,0.027
0.001349,119,109,110,338,0.027
0.00135,119,109,110,338,0.027
0.001351,119,109,110,338,0.027
0.001352,119,109,110,338,0.027
0.001353,119,109,110,338,0.027
0.001354,119,109,110,338,0.027
0.001355,119,109,110,338,0.027
0.001356,119,109,110,338,0.027
0.001357,119,109,110,338,0.027
0.001358,119,109,110,338,0.027
0.001359,119,109,110,338,0.027
0.00136,119,109,110,338,0.027
0.001361,119,109,110,338,0.027
0.001362,120,109,110,339,0.027
0.001363,120,109,110,339,0.027
0.001364,120,109,110,339,0.027
0.001365,120,109,110,339,0.027
0.001366,120,109,110,339,0.027
0.001367,120,109,109,338,0.027
0.001368,120,109,109,338,0.027
0.001369,120,109,109,338,0.027
0.00137,120,109,109,338,0.027
0.001371,120,109,109,338,0.027
0.001372,120,109,109,338,0.027
0.001373,120,109,109,338,0.027
0.001374,120,109,109,338,0.027
0.001375,120,109,109,338,0.027
0.001376,120,109,109,338,0.028
0.001377,120,109,109,338,0.028
0.001378,120,109,109,338,0.028
0.001379,120,109,109,338,0.028
0.00138,120,109,109,338,0.028
0.001381,120,108,109,337,0.028
0.001382,120,108,109,337,0.028
0.001383,120,108,109,337,0.028
0.001384,120,108,109,337,0.028
0.001385,120,108,109,337,0.028
0.001386,120,108,109,337,0.028
0.001387,120,108,109,337,0.028
0.001388,120,108,109,337,0.028
0.001389,120,108,109,337,0.028
0.00139,120,108,109,337,0.028
0.001391,120,108,109,337,0.028
0.001392,120,108,109,337,0.028
0.001393,120,108,109,337,0.028
0.001394,120,108,109,337,0.028
0.001395,120,108,109,337,0.028
0.001396,120,108,109,337,0.028
0.001397,120,108,109,337,0.028
0.001398,120,108,109,337,0.028
0.001399,120,108,109,337,0.028
0.0014,120,108,109,337,0.028
0.001401,120,108,109,337,0.028
0.001402,120,108,109,337,0.028
0.001403,120,108,109,337,0.028
0.001404,120,108,109,337,0.028
0.001405,120,108,109,337,0.028
0.001406,120,108,109,337,0.028
0.001407,120,108,109,337,0.028
0.001408,121,108,109,338,0.028
0.001409,121,108,109,338,0.028
0.00141,121,108,109,338,0.028
0.001411,121,108,109,338,0.028
0.001412,121,108,109,338,0.028
0.001413,121,108,109,338,0.028
0.001414,121,108,109,338,0.028
0.001415,121,108,109,338,0.028
0.001416,121,108,109,338,0.028
0.001417,121,108,109,338,0.028
0.001418,121,108,109,338,0.028
0.001419,121,108,109,338,0.028
0.00142,121,108,109,338,0.028
0.001421,121,108,109,338,0.028
0.001422,121,108,109,338,0.028
0.001423,121,108,109,338,0.028
0.001424,121,108,109,338,0.028
0.001425,121,108,109,338,0.028
0.001426,121,108,109,338,0.029
0.001427,121,108,109,338,0.029
0.001428,121,108,109,338,0.029
0.001429,121,108,109,338,0.029
0.00143,121,108,109,338,0.029
0.001431,121,108,109,338,0.029
0.001432,121,108,109,338,0.029
0.001433,121,108,109,338,0.029
0.001434,121,108,108,337,0.029
0.001435,121,108,108,337,0.029
0.001436,121,108,108,337,0.029
0.001437,121,108,108,337,0.029
0.001438,121,108,108,337,0.029
0.001439,121,108,108,337,0.029
0.00144,121,108,108,337,0.029
0.001441,121,108,108,337,0.029
0.001442,121,108,108,337,0.029
0.001443,121,108,108,337,0.029
0.001444,121,108,108,337,0.029
0.001445,121,108,108,337,0.029
0.001446,121,108,108,337,0.029
0.001447,121,108,108,337,0.029
0.001448,121,108,108,337,0.029
0.001449,121,108,108,337,0.029
0.00145,121,108,108,337,0.029
0.001451,121,108,108,337,0.029
0.001452,121,108,108,337,0.029
0.001453,121,108,108,337,0.029
0.001454,121,108,108,337,0.029
0.001455,122,108,108,338,0.029
0.001456,122,108,108,338,0.029
0.001457,122,108,108,338,0.029
0.001458,122,108,108,338,0.029
0.001459,122,108,108,338,0.029
0.00146,122,108,108,338,0.029
0.001461,122,108,108,338,0.029
0.001462,122,108,108,338,0.029
0.001463,122,108,108,338,0.029
0.001464,122,108,108,338,0.029
0.001465,122,108,108,338,0.029
0.001466,122,108,108,338,0.029
0.001467,122,108,108,338,0.029
0.001468,122,108,108,338,0.029
0.001469,122,108,108,338,0.029
0.00147,122,108,108,338,0.029
0.001471,122,108,108,338,0.029
0.001472,122,108,108,338,0.029
0.001473,122,108,108,338,0.029
0.001474,122,108,108,338,0.029
0.001475,122,108,108,338,0.03
0.001476,122,108,108,338,0.03
0.001477,122,108,108,338,0.03
0.001478,122,108,108,338,0.03
0.001479,122,108,108,338,0.03
0.00148,122,108,108,338,0.03
0.001481,122,108,108,338,0.03
0.001482,122,108,108,338,0.03
0.001483,122,108,108,338,0.03
0.001484,122,108,108,338,0.03
0.001485,122,108,108,338,0.03
0.001486,122,108,108,338,0.03
0.001487,122,108,108,338,0.03
0.001488,122,108,108,338,0.03
0.001489,122,108,108,338,0.03
0.00149,122,108,108,338,0.03
0.001491,122,108,108,338,0.03
0.001492,122,108,108,338,0.03
0.001493,122,108,108,338,0.03
0.001494,122,108,108,338,0.03
0.001495,122,108,108,338,0.03
0.001496,122,108,108,338,0.03
0.001497,122,108,108,338,0.03
0.001498,122,108,108,338,0.03
0.001499,122,108,108,338,0.03
0.0015,122,108,108,338,0.03
0.001501,123,107,107,337,0.03
0.001502,123,107,107,337,0.03
0.001503,123,107,107,337,0.03
0.001504,123,107,107,337,0.03
0.001505,123,107,107,337,0.03
0.001506,123,107,107,337,0.03
0.001507,123,107,107,337,0.03
0.001508,123,107,107,337,0.03
0.001509,123,107,107,337,0.03
0.00151,123,107,107,337,0.03
0.001511,123,107,107,337,0.03
0.001512,123,107,107,337,0.03
0.001513,123,107,107,337,0.03
0.001514,123,107,107,337,0.03
0.001515,123,107,107,337,0.03
0.001516,123,107,107,337,0.03
0.001517,123,107,107,337,0.03
0.001518,123,107,107,337,0.03
0.001519,123,107,107,337,0.03
0.00152,123,107,107,337,0.03
0.001521,123,107,107,337,0.03
0.001522,123,107,107,337,0.03
0.001523,123,107,107,337,0.03
0.001524,123,107,107,337,0.03
0.001525,123,107,107,337,0.03
0.001526,123,107,107,337,0.031
0.001527,123,107,107,337,0.031
0.001528,123,107,107,337,0.031
0.001529,123,107,107,337,0.031
0.00153,123,107,107,337,0.031
0.001531,123,107,107,337,0.031
0.001532,123,107,107,337,0.031
0.001533,123,107,107,337,0.031
0.001534,123,107,107,337,0.031
0.001535,123,107,107,337,0.031
0.001536,123,107,107,337,0.031
0.001537,123,107,107,337,0.031
0.001538,123,107,107,337,0.031
0.001539,123,107,107,337,0.031
0.00154,123,107,107,337,0.031
0.001541,123,107,107,337,0.031
0.001542,123,107,107,337,0.031
0.001543,123,107,107,337,0.031
0.001544,123,107,107,337,0.031
0.001545,123,107,107,337,0.031
0.001546,123,107,107,337,0.031
0.001547,124,107,107,338,0.031
0.001548,124,107,107,338,0.031
0.001549,124,107,107,338,0.031
0.00155,124,107,107,338,0.031
0.001551,124,107,107,338,0.031
0.001552,124,107,107,338,0.031
0.001553,124,107,107,338,0.031
0.001554,124,107,107,338,0.031
0.001555,124,107,107,338,0.031
0.001556,124,107,107,338,0.031
0.001557,124,107,107,338,0.031
0.001558,124,107,107,338,0.031
0.001559,124,107,107,338,0.031
0.00156,124,107,107,338,0.031
0.001561,124,107,107,338,0.031
0.001562,124,107,107,338,0.031
0.001563,124,107,107,338,0.031
0.001564,124,107,107,338,0.031
0.001565,124,107,107,338,0.031
0.001566,124,107,107,338,0.031
0.001567,124,107,106,337,0.031
0.001568,124,107,106,337,0.031
0.001569,124,107,106,337,0.031
0.00157,124,107,106,337,0.031
0.001571,124,107,106,337,0.031
0.001572,124,107,106,337,0.031
0.001573,124,107,106,337,0.031
0.001574,124,107,106,337,0.031
0.001575,124,107,106,337,0.032
0.001576,124,107,106,337,0.032
0.001577,124,107,106,337,0.032
0.001578,124,107,106,337,0.032
0.001579,124,107,106,337,0.032
0.00158,124,107,106,337,0.032
0.001581,124,107,106,337,0.032
0.001582,124,107,106,337,0.032
0.001583,124,107,106,337,0.032
0.001584,124,107,106,337,0.032
0.001585,124,107,106,337,0.032
0.001586,124,107,106,337,0.032
0.001587,124,107,106,337,0.032
0.001588,124,107,106,337,0.032
0.001589,124,107,106,337,0.032
0.00159,124,107,106,337,0.032
0.001591,124,107,106,337,0.032
0.001592,124,107,106,337,0.032
0.001593,125,107,106,338,0.032
0.001594,125,107,106,338,0.032
0.001595,125,107,106,338,0.032
0.001596,125,107,106,338,0.032
0.001597,125,107,106,338,0.032
0.001598,125,107,106,338,0.032
0.001599,125,107,106,338,0.032
0.0016,125,107,106,338,0.032
0.001601,125,107,106,338,0.032
0.001602,125,107,106,338,0.032
0.001603,125,107,106,338,0.032
0.001604,125,107,106,338,0.032
0.001605,125,107,106,338,0.032
0.001606,125,107,106,338,0.032
0.001607,125,107,106,338,0.032
0.001608,125,107,106,338,0.032
0.001609,125,107,106,338,0.032
0.00161,125,107,106,338,0.032
0.001611,125,107,106,338,0.032
0.001612,125,107,106,338,0.032
0.001613,125,107,106,338,0.032
0.001614,125,107,106,338,0.032
0.001615,125,107,106,338,0.032
0.001616,125,107,106,338,0.032
0.001617,125,107,106,338,0.032
0.001618,125,107,106,338,0.032
0.001619,125,107,106,338,0.032
0.00162,125,107,106,338,0.032
0.001621,125,106,106,337,0.032
0.001622,125,106,106,337,0.032
0.001623,125,106,106,337,0.032
0.001624,125,106,106,337,0.032
0.001625,125,106,106,337,0.032
0.001626,125,106,106,337,0.033
0.001627,125,106,106,337,0.033
0.001628,125,106,106,337,0.033
0.001629,125,106,106,337,0.033
